Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value
Lesina_282	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_03	Utrecht_10	Autosomes	K = 2	 0.002623
Lesina_285	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_04	Utrecht_10	Autosomes	K = 6	-0.000231
Lesina_285	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_04	Utrecht_10	Autosomes	K = 3	 0.000221
Lesina_292	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_09	Utrecht_10	Allosome	K = 3	 0.015740
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Autosomes	K = 3	 0.004192
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Allosome	K = 2	 0.010738
Lesina_289	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_08	Utrecht_10	Autosomes	K = 3	 0.000455
Lesina_282	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_03	Utrecht_10	Autosomes	K = 6	 0.001118
Lesina_287	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_06	Utrecht_10	Allosome	K = 3	 0.000132
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Autosomes	K = 3	-0.000173
Lesina_289	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_08	Utrecht_10	Autosomes	K = 7	 0.000855
Lesina_286	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_05	Utrecht_10	Allosome	K = 4	-0.008085
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Allosome	K = 5	 0.020214
Lesina_288	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_07	Utrecht_10	Autosomes	K = 4	 0.001987
Lesina_287	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_06	Utrecht_10	Allosome	K = 6	 0.003670
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Allosome	K = 6	 0.015506
Lesina_286	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_05	Utrecht_10	Allosome	K = 6	-0.015025
Lesina_286	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_05	Utrecht_10	Allosome	K = 3	-0.009642
Lesina_285	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_04	Utrecht_10	Allosome	K = 6	 0.001151
Lesina_282	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_03	Utrecht_10	Allosome	K = 6	 0.001976
Lesina_295	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_10	Utrecht_10	Autosomes	K = 5	 0.001016
Lesina_287	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_06	Utrecht_10	Autosomes	K = 2	 0.001948
Lesina_285	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_04	Utrecht_10	Allosome	K = 4	 0.007716
Lesina_295	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_10	Utrecht_10	Allosome	K = 7	 0.005516
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Allosome	K = 3	 0.003094
Lesina_287	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_06	Utrecht_10	Autosomes	K = 5	 0.000169
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Allosome	K = 2	 0.023072
Lesina_292	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_09	Utrecht_10	Autosomes	K = 3	-0.002112
Lesina_292	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_09	Utrecht_10	Allosome	K = 4	 0.016259
Lesina_292	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_09	Utrecht_10	Autosomes	K = 5	-0.001929
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Allosome	K = 4	 0.001710
Lesina_289	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_08	Utrecht_10	Autosomes	K = 2	 0.001925
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Allosome	K = 5	-0.001678
Lesina_285	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_04	Utrecht_10	Autosomes	K = 2	 0.001426
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Autosomes	K = 6	-0.000414
Lesina_280	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_01	Utrecht_10	Allosome	K = 7	 0.010018
Lesina_295	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_10	Utrecht_10	Autosomes	K = 6	 0.001358
Lesina_295	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_10	Utrecht_10	Autosomes	K = 7	 0.001188
Lesina_288	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_07	Utrecht_10	Allosome	K = 5	 0.023327
Lesina_286	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_05	Utrecht_10	Autosomes	K = 5	 0.001784
Lesina_287	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_06	Utrecht_10	Autosomes	K = 3	 0.000208
Lesina_282	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_03	Utrecht_10	Autosomes	K = 3	 0.000921
Lesina_289	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_08	Utrecht_10	Autosomes	K = 6	 0.000680
Lesina_289	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_08	Utrecht_10	Allosome	K = 2	 0.002590
Lesina_281	PDOM2022NLD0078F	Lesina	Utrecht	Lesina_02	Utrecht_10	Autosomes	K = 2	 0.005777
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 2	 0.002146
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 2	-0.012704
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 4	 0.000535
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 2	 0.007078
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 5	 0.003165
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 3	 0.000188
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 5	-0.002569
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 4	-0.002212
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 5	-0.002624
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 2	 0.002742
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 5	-0.000377
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 4	-0.005842
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 3	-0.003599
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 2	-0.030029
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 5	 0.002215
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 7	 0.001257
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 2	 0.002662
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 6	 0.001294
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 5	 0.000374
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 7	-0.001062
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 4	 0.000001
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 7	 0.014205
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 4	-0.000264
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 3	-0.008072
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 4	-0.000372
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 7	 0.001959
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 2	 0.013191
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 5	-0.025889
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 7	 0.005891
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 6	-0.030367
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 4	 0.000538
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 3	 0.000162
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 7	 0.004158
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 7	 0.014619
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 7	-0.022308
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 4	 0.002209
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 3	-0.022500
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 4	-0.002756
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 5	-0.012334
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 5	 0.002945
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 3	 0.003690
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 4	 0.000059
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 3	-0.018816
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 7	 0.000309
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 4	 0.000778
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 6	-0.013415
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 5	-0.037451
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 4	 0.002657
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 2	 0.002802
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 6	-0.027118
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 7	 0.003577
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 4	-0.000880
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 7	-0.000601
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 7	 0.023990
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 5	 0.000380
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 3	 0.002625
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 5	 0.003311
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 6	 0.001397
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 2	 0.004280
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Allosome	K = 6	 0.002955
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 4	 0.004050
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Autosomes	K = 3	 0.000321
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 7	 0.004000
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 3	-0.000116
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 6	-0.000635
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 3	-0.000085
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 5	 0.003211
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 6	 0.002558
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 5	-0.004948
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 4	 0.015226
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 7	 0.009327
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 7	-0.002353
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 6	 0.004288
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 3	-0.011186
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 6	 0.002493
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 5	 0.000240
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 5	-0.000452
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Autosomes	K = 6	 0.000469
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 3	-0.002805
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 6	-0.000550
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 7	-0.029941
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 6	 0.000725
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 2	-0.000310
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 3	-0.037683
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 2	-0.015730
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 2	 0.000068
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 5	 0.000670
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Allosome	K = 6	-0.003324
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 3	 0.000476
Lesina_282	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_03	Utrecht_11	Autosomes	K = 6	-0.002290
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 4	-0.027582
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 4	-0.017422
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 6	 0.008865
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Autosomes	K = 5	-0.000044
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 3	-0.018361
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 3	 0.009315
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Autosomes	K = 2	 0.004604
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 2	-0.008688
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 2	 0.005506
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 2	 0.014906
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 7	 0.001531
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Autosomes	K = 2	 0.002371
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 7	 0.000721
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Autosomes	K = 2	 0.005881
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Autosomes	K = 6	 0.000248
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 4	-0.027162
Lesina_286	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_05	Utrecht_11	Allosome	K = 6	 0.002938
Lesina_295	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_10	Utrecht_11	Allosome	K = 7	 0.002031
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 3	 0.004359
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 6	-0.002451
Lesina_287	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_06	Utrecht_11	Autosomes	K = 3	 0.003057
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 4	-0.020568
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 3	-0.016254
Lesina_292	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_09	Utrecht_11	Allosome	K = 4	 0.005620
Lesina_285	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_04	Utrecht_11	Allosome	K = 6	-0.039870
Lesina_281	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_02	Utrecht_11	Allosome	K = 5	-0.031625
Lesina_288	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_07	Utrecht_11	Allosome	K = 5	 0.008639
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Allosome	K = 2	-0.005132
Lesina_280	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_01	Utrecht_11	Allosome	K = 7	-0.018509
Lesina_289	PDOM2022NLD0080F	Lesina	Utrecht	Lesina_08	Utrecht_11	Autosomes	K = 2	 0.002689
Lesina_285	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_04	Utrecht_12	Autosomes	K = 5	 0.002434
Lesina_292	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_09	Utrecht_12	Autosomes	K = 7	-0.001723
Lesina_285	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_04	Utrecht_12	Allosome	K = 6	-0.002729
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Allosome	K = 4	-0.002417
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Allosome	K = 3	 0.008299
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Allosome	K = 4	-0.012335
Lesina_285	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_04	Utrecht_12	Allosome	K = 2	 0.015074
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Autosomes	K = 4	-0.004070
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Allosome	K = 2	 0.014228
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Allosome	K = 3	-0.007872
Lesina_292	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_09	Utrecht_12	Allosome	K = 7	-0.024750
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Autosomes	K = 2	-0.002554
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Autosomes	K = 4	-0.003263
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Autosomes	K = 3	-0.003370
Lesina_292	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_09	Utrecht_12	Allosome	K = 5	-0.032859
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Autosomes	K = 3	-0.001403
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Autosomes	K = 4	 0.004272
Lesina_289	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_08	Utrecht_12	Autosomes	K = 4	 0.000201
Lesina_289	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_08	Utrecht_12	Allosome	K = 7	-0.029781
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Autosomes	K = 7	-0.003892
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Autosomes	K = 4	-0.001482
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Autosomes	K = 2	 0.000108
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Autosomes	K = 4	 0.000565
Lesina_285	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_04	Utrecht_12	Autosomes	K = 4	 0.002586
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Autosomes	K = 2	 0.004157
Lesina_287	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_06	Utrecht_12	Allosome	K = 5	-0.022804
Lesina_292	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_09	Utrecht_12	Autosomes	K = 6	-0.001843
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Autosomes	K = 7	 0.002924
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Autosomes	K = 6	-0.003472
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Allosome	K = 3	 0.003909
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Allosome	K = 6	 0.021625
Lesina_285	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_04	Utrecht_12	Allosome	K = 5	-0.000234
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Allosome	K = 7	 0.029514
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Autosomes	K = 2	 0.001839
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Autosomes	K = 7	 0.002385
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Autosomes	K = 4	 0.003032
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Autosomes	K = 7	-0.002052
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Autosomes	K = 5	 0.003292
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Allosome	K = 2	-0.017690
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Allosome	K = 6	 0.011698
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Autosomes	K = 5	-0.004403
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Allosome	K = 3	-0.019888
Lesina_287	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_06	Utrecht_12	Autosomes	K = 4	-0.002309
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Allosome	K = 4	 0.012180
Lesina_281	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_02	Utrecht_12	Allosome	K = 7	 0.021988
Lesina_292	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_09	Utrecht_12	Allosome	K = 2	-0.022886
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Allosome	K = 3	-0.031865
Lesina_287	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_06	Utrecht_12	Allosome	K = 6	-0.020237
Lesina_289	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_08	Utrecht_12	Autosomes	K = 3	 0.000170
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Autosomes	K = 3	 0.000621
Lesina_289	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_08	Utrecht_12	Autosomes	K = 5	 0.000300
Lesina_287	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_06	Utrecht_12	Autosomes	K = 6	-0.002484
Lesina_282	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_03	Utrecht_12	Autosomes	K = 5	 0.004089
Lesina_288	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_07	Utrecht_12	Allosome	K = 2	-0.023611
Lesina_286	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_05	Utrecht_12	Autosomes	K = 6	-0.002254
Lesina_287	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_06	Utrecht_12	Allosome	K = 4	-0.014345
Lesina_295	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_10	Utrecht_12	Autosomes	K = 2	-0.001853
Lesina_280	PDOM2022NLD0081F	Lesina	Utrecht	Lesina_01	Utrecht_12	Allosome	K = 2	-0.004456
